year,sex,agegrp,drugname,deaths,pop,rate
2004,F,20-29,ALCOHOL,2,415234,0.4816561264
2004,F,20-29,ALPRAZOLAM,0,415234,0
2004,F,20-29,AMITRIPTYLINE,1,415234,0.2408280632
2004,F,20-29,CITALOPRAM,0,415234,0
2004,F,20-29,COCAINE,6,415234,1.4449683793
2004,F,20-29,DIAZEPAM,1,415234,0.2408280632
2004,F,20-29,DIPHENHYDRAMINE,0,415234,0
2004,F,20-29,HEROIN,4,415234,0.9633122529
2004,F,20-29,HYDROCODONE,2,415234,0.4816561264
2004,F,20-29,METHADONE,13,415234,3.1307648218
2004,F,20-29,METHAMPHETAMINE,2,415234,0.4816561264
2004,F,20-29,MORPHINE,3,415234,0.7224841896
2004,F,20-29,OPIATE,0,415234,0
2004,F,20-29,OXYCODONE,2,415234,0.4816561264
2004,F,30-39,ACETAMINOPHEN,7,434758,1.6100911312
2004,F,30-39,ALCOHOL,10,434758,2.3001301874
2004,F,30-39,ALPRAZOLAM,7,434758,1.6100911312
2004,F,30-39,AMITRIPTYLINE,9,434758,2.0701171686
2004,F,30-39,CITALOPRAM,6,434758,1.3800781124
2004,F,30-39,COCAINE,12,434758,2.7601562248
2004,F,30-39,DIAZEPAM,3,434758,0.6900390562
2004,F,30-39,DIPHENHYDRAMINE,13,434758,2.9901692436
2004,F,30-39,HEROIN,1,434758,0.2300130187
2004,F,30-39,HYDROCODONE,6,434758,1.3800781124
2004,F,30-39,METHADONE,19,434758,4.370247356
2004,F,30-39,METHAMPHETAMINE,9,434758,2.0701171686
2004,F,30-39,MORPHINE,3,434758,0.6900390562
2004,F,30-39,OPIATE,5,434758,1.1500650937
2004,F,30-39,OXYCODONE,7,434758,1.6100911312
2004,F,40-49,ACETAMINOPHEN,8,492208,1.6253291291
2004,F,40-49,ALCOHOL,10,492208,2.0316614114
2004,F,40-49,ALPRAZOLAM,6,492208,1.2189968469
2004,F,40-49,AMITRIPTYLINE,7,492208,1.422162988
2004,F,40-49,CITALOPRAM,11,492208,2.2348275526
2004,F,40-49,COCAINE,24,492208,4.8759873874
2004,F,40-49,DIAZEPAM,6,492208,1.2189968469
2004,F,40-49,DIPHENHYDRAMINE,9,492208,1.8284952703
2004,F,40-49,HEROIN,6,492208,1.2189968469
2004,F,40-49,HYDROCODONE,7,492208,1.422162988
2004,F,40-49,METHADONE,46,492208,9.3456424926
2004,F,40-49,METHAMPHETAMINE,10,492208,2.0316614114
2004,F,40-49,MORPHINE,7,492208,1.422162988
2004,F,40-49,OPIATE,12,492208,2.4379936937
2004,F,40-49,OXYCODONE,9,492208,1.8284952703
2004,F,50-59,ACETAMINOPHEN,6,408010,1.4705521923
2004,F,50-59,ALCOHOL,19,408010,4.6567486091
2004,F,50-59,ALPRAZOLAM,3,408010,0.7352760962
2004,F,50-59,AMITRIPTYLINE,6,408010,1.4705521923
2004,F,50-59,CITALOPRAM,8,408010,1.9607362565
2004,F,50-59,COCAINE,8,408010,1.9607362565
2004,F,50-59,DIAZEPAM,5,408010,1.2254601603
2004,F,50-59,DIPHENHYDRAMINE,12,408010,2.9411043847
2004,F,50-59,HEROIN,3,408010,0.7352760962
2004,F,50-59,HYDROCODONE,6,408010,1.4705521923
2004,F,50-59,METHADONE,16,408010,3.9214725129
2004,F,50-59,METHAMPHETAMINE,2,408010,0.4901840641
2004,F,50-59,MORPHINE,6,408010,1.4705521923
2004,F,50-59,OPIATE,6,408010,1.4705521923
2004,F,50-59,OXYCODONE,14,408010,3.4312884488
2004,F,60-69,ACETAMINOPHEN,3,233772,1.2833016786
2004,F,60-69,ALCOHOL,1,233772,0.4277672262
2004,F,60-69,ALPRAZOLAM,0,233772,0
2004,F,60-69,AMITRIPTYLINE,1,233772,0.4277672262
2004,F,60-69,CITALOPRAM,1,233772,0.4277672262
2004,F,60-69,COCAINE,0,233772,0
2004,F,60-69,DIAZEPAM,0,233772,0
2004,F,60-69,DIPHENHYDRAMINE,2,233772,0.8555344524
2004,F,60-69,HEROIN,0,233772,0
2004,F,60-69,HYDROCODONE,2,233772,0.8555344524
2004,F,60-69,METHADONE,4,233772,1.7110689047
2004,F,60-69,METHAMPHETAMINE,0,233772,0
2004,F,60-69,MORPHINE,1,233772,0.4277672262
2004,F,60-69,OPIATE,1,233772,0.4277672262
2004,F,60-69,OXYCODONE,1,233772,0.4277672262
2004,F,70-79,ACETAMINOPHEN,0,165248,0
2004,F,70-79,ALCOHOL,1,165248,0.6051510457
2004,F,70-79,ALPRAZOLAM,0,165248,0
2004,F,70-79,AMITRIPTYLINE,2,165248,1.2103020914
2004,F,70-79,CITALOPRAM,0,165248,0
2004,F,70-79,COCAINE,0,165248,0
2004,F,70-79,DIAZEPAM,0,165248,0
2004,F,70-79,DIPHENHYDRAMINE,0,165248,0
2004,F,70-79,HEROIN,0,165248,0
2004,F,70-79,HYDROCODONE,0,165248,0
2004,F,70-79,METHADONE,0,165248,0
2004,F,70-79,METHAMPHETAMINE,0,165248,0
2004,F,70-79,MORPHINE,1,165248,0.6051510457
2004,F,70-79,OPIATE,0,165248,0
2004,F,70-79,OXYCODONE,2,165248,1.2103020914
2004,F,80+,ACETAMINOPHEN,0,130061,0
2004,F,80+,ALCOHOL,0,130061,0
2004,F,80+,ALPRAZOLAM,0,130061,0
2004,F,80+,AMITRIPTYLINE,0,130061,0
2004,F,80+,CITALOPRAM,0,130061,0
2004,F,80+,COCAINE,0,130061,0
2004,F,80+,DIAZEPAM,0,130061,0
2004,F,80+,DIPHENHYDRAMINE,1,130061,0.7688699918
2004,F,80+,HEROIN,0,130061,0
2004,F,80+,HYDROCODONE,0,130061,0
2004,F,80+,METHADONE,1,130061,0.7688699918
2004,F,80+,METHAMPHETAMINE,0,130061,0
2004,F,80+,MORPHINE,1,130061,0.7688699918
2004,F,80+,OPIATE,0,130061,0
2004,F,80+,OXYCODONE,0,130061,0
2004,M,Total,ACETAMINOPHEN,17,3095267,0.5492256403
2004,M,Total,ALCOHOL,100,3095267,3.2307390606
2004,M,Total,ALPRAZOLAM,17,3095267,0.5492256403
2004,M,Total,AMITRIPTYLINE,28,3095267,0.904606937
2004,M,Total,CITALOPRAM,27,3095267,0.8722995464
2004,M,Total,COCAINE,115,3095267,3.7153499197
2004,M,Total,DIAZEPAM,39,3095267,1.2599882336
2004,M,Total,DIPHENHYDRAMINE,29,3095267,0.9369143276
2004,M,Total,HEROIN,42,3095267,1.3569104055
2004,M,Total,HYDROCODONE,31,3095267,1.0015291088
2004,M,Total,METHADONE,158,3095267,5.1045677158
2004,M,Total,METHAMPHETAMINE,56,3095267,1.809213874
2004,M,Total,MORPHINE,47,3095267,1.5184473585
2004,M,Total,OPIATE,52,3095267,1.6799843115
2004,M,Total,OXYCODONE,54,3095267,1.7445990927
2004,M,0-9,ACETAMINOPHEN,1,419211,0.2385433588
2004,M,0-9,ALCOHOL,0,419211,0
2004,M,0-9,ALPRAZOLAM,0,419211,0
2004,M,0-9,AMITRIPTYLINE,0,419211,0
2004,M,0-9,CITALOPRAM,0,419211,0
2004,M,0-9,COCAINE,0,419211,0
2004,M,0-9,DIAZEPAM,0,419211,0
2004,M,0-9,DIPHENHYDRAMINE,0,419211,0
2004,M,0-9,HEROIN,0,419211,0
2004,M,0-9,HYDROCODONE,0,419211,0
2004,M,0-9,METHADONE,0,419211,0
2004,M,0-9,METHAMPHETAMINE,0,419211,0
2004,M,0-9,MORPHINE,0,419211,0
2004,M,0-9,OPIATE,0,419211,0
2004,M,0-9,OXYCODONE,0,419211,0
2004,M,10-19,ACETAMINOPHEN,0,457692,0
2004,M,10-19,ALCOHOL,1,457692,0.2184875418
2004,M,10-19,ALPRAZOLAM,0,457692,0
2004,M,10-19,AMITRIPTYLINE,1,457692,0.2184875418
2004,M,10-19,CITALOPRAM,1,457692,0.2184875418
2004,M,10-19,COCAINE,1,457692,0.2184875418
2004,M,10-19,DIAZEPAM,2,457692,0.4369750837
2004,M,10-19,DIPHENHYDRAMINE,0,457692,0
2004,M,10-19,HEROIN,1,457692,0.2184875418
2004,M,10-19,HYDROCODONE,1,457692,0.2184875418
2004,M,10-19,METHADONE,7,457692,1.5294127929
2004,M,10-19,METHAMPHETAMINE,2,457692,0.4369750837
2004,M,10-19,MORPHINE,1,457692,0.2184875418
2004,M,10-19,OPIATE,0,457692,0
2004,M,10-19,OXYCODONE,2,457692,0.4369750837
2004,M,20-29,ACETAMINOPHEN,1,438075,0.2282714147
2004,M,20-29,ALCOHOL,10,438075,2.2827141471
2004,M,20-29,ALPRAZOLAM,4,438075,0.9130856588
2004,M,20-29,AMITRIPTYLINE,2,438075,0.4565428294
2004,M,20-29,CITALOPRAM,2,438075,0.4565428294
2004,M,20-29,COCAINE,13,438075,2.9675283913
2004,M,20-29,DIAZEPAM,7,438075,1.597899903
2004,M,20-29,DIPHENHYDRAMINE,2,438075,0.4565428294
2004,M,20-29,HEROIN,9,438075,2.0544427324
2004,M,20-29,HYDROCODONE,0,438075,0
2004,M,20-29,METHADONE,27,438075,6.1633281972
2004,M,20-29,METHAMPHETAMINE,10,438075,2.2827141471
2004,M,20-29,MORPHINE,0,438075,0
2004,M,20-29,OPIATE,2,438075,0.4565428294
2004,M,20-29,OXYCODONE,5,438075,1.1413570736
2004,M,30-39,ACETAMINOPHEN,3,452887,0.6624168943
2004,M,30-39,ALCOHOL,19,452887,4.1953069971
2004,M,30-39,ALPRAZOLAM,0,452887,0
2004,M,30-39,AMITRIPTYLINE,4,452887,0.8832225257
2004,M,30-39,CITALOPRAM,3,452887,0.6624168943
2004,M,30-39,COCAINE,17,452887,3.7536957343
2004,M,30-39,DIAZEPAM,6,452887,1.3248337886
2004,M,30-39,DIPHENHYDRAMINE,6,452887,1.3248337886
2004,M,30-39,HEROIN,9,452887,1.9872506828
2004,M,30-39,HYDROCODONE,4,452887,0.8832225257
2004,M,30-39,METHADONE,29,452887,6.4033633114
2004,M,30-39,METHAMPHETAMINE,15,452887,3.3120844714
2004,M,30-39,MORPHINE,7,452887,1.54563942
2004,M,30-39,OPIATE,13,452887,2.8704732085
2004,M,30-39,OXYCODONE,7,452887,1.54563942
2004,M,40-49,ACETAMINOPHEN,5,494244,1.0116460696
2004,M,40-49,ALCOHOL,35,494244,7.0815224869
2004,M,40-49,ALPRAZOLAM,8,494244,1.6186337113
2004,M,40-49,AMITRIPTYLINE,13,494244,2.6302797808
2004,M,40-49,CITALOPRAM,15,494244,3.0349382087
2004,M,40-49,COCAINE,48,494244,9.7118022677
2004,M,40-49,DIAZEPAM,18,494244,3.6419258504
2004,M,40-49,DIPHENHYDRAMINE,12,494244,2.4279505669
2004,M,40-49,HEROIN,12,494244,2.4279505669
2004,M,40-49,HYDROCODONE,15,494244,3.0349382087
2004,M,40-49,METHADONE,61,494244,12.342082049
2004,M,40-49,METHAMPHETAMINE,21,494244,4.2489134921
2004,M,40-49,MORPHINE,23,494244,4.6535719199
2004,M,40-49,OPIATE,19,494244,3.8442550643
2004,M,40-49,OXYCODONE,28,494244,5.6652179895
2004,M,50-59,ACETAMINOPHEN,5,398712,1.2540380024
2004,M,50-59,ALCOHOL,29,398712,7.2734204137
2004,M,50-59,ALPRAZOLAM,4,398712,1.0032304019
2004,M,50-59,AMITRIPTYLINE,6,398712,1.5048456028
2004,M,50-59,CITALOPRAM,3,398712,0.7524228014
2004,M,50-59,COCAINE,31,398712,7.7750356147
2004,M,50-59,DIAZEPAM,5,398712,1.2540380024
2004,M,50-59,DIPHENHYDRAMINE,8,398712,2.0064608038
2004,M,50-59,HEROIN,9,398712,2.2572684043
2004,M,50-59,HYDROCODONE,8,398712,2.0064608038
2004,M,50-59,METHADONE,29,398712,7.2734204137
2004,M,50-59,METHAMPHETAMINE,6,398712,1.5048456028
2004,M,50-59,MORPHINE,13,398712,3.2604988062
2004,M,50-59,OPIATE,17,398712,4.263729208
2004,M,50-59,OXYCODONE,7,398712,1.7556532033
2004,M,60-69,ACETAMINOPHEN,1,224987,0.4444701249
2004,M,60-69,ALCOHOL,5,224987,2.2223506247
2004,M,60-69,ALPRAZOLAM,1,224987,0.4444701249
2004,M,60-69,AMITRIPTYLINE,1,224987,0.4444701249
2004,M,60-69,CITALOPRAM,2,224987,0.8889402499
2004,M,60-69,COCAINE,4,224987,1.7778804998
2004,M,60-69,DIAZEPAM,1,224987,0.4444701249
2004,M,60-69,DIPHENHYDRAMINE,1,224987,0.4444701249
2004,M,60-69,HEROIN,2,224987,0.8889402499
2004,M,60-69,HYDROCODONE,2,224987,0.8889402499
2004,M,60-69,METHADONE,4,224987,1.7778804998
2004,M,60-69,METHAMPHETAMINE,1,224987,0.4444701249
2004,M,60-69,MORPHINE,3,224987,1.3334103748
2004,M,60-69,OPIATE,1,224987,0.4444701249
2004,M,60-69,OXYCODONE,4,224987,1.7778804998
2004,M,70-79,ACETAMINOPHEN,0,134898,0
2004,M,70-79,ALCOHOL,1,134898,0.7413008347
2004,M,70-79,ALPRAZOLAM,0,134898,0
2004,M,70-79,AMITRIPTYLINE,1,134898,0.7413008347
2004,M,70-79,CITALOPRAM,1,134898,0.7413008347
2004,M,70-79,COCAINE,1,134898,0.7413008347
2004,M,70-79,DIAZEPAM,0,134898,0
2004,M,70-79,DIPHENHYDRAMINE,0,134898,0
2004,M,70-79,HEROIN,0,134898,0
2004,M,70-79,HYDROCODONE,0,134898,0
2004,M,70-79,METHADONE,1,134898,0.7413008347
2004,M,70-79,METHAMPHETAMINE,1,134898,0.7413008347
2004,M,70-79,MORPHINE,0,134898,0
2004,M,70-79,OPIATE,0,134898,0
2004,M,70-79,OXYCODONE,0,134898,0
2004,M,80+,ACETAMINOPHEN,1,74561,1.3411837288
2004,M,80+,ALCOHOL,0,74561,0
2004,M,80+,ALPRAZOLAM,0,74561,0
2004,M,80+,AMITRIPTYLINE,0,74561,0
2004,M,80+,CITALOPRAM,0,74561,0
2004,M,80+,COCAINE,0,74561,0
2004,M,80+,DIAZEPAM,0,74561,0
2004,M,80+,DIPHENHYDRAMINE,0,74561,0
2004,M,80+,HEROIN,0,74561,0
2004,M,80+,HYDROCODONE,1,74561,1.3411837288
2004,M,80+,METHADONE,0,74561,0
2004,M,80+,METHAMPHETAMINE,0,74561,0
2004,M,80+,MORPHINE,0,74561,0
2004,M,80+,OPIATE,0,74561,0
2004,M,80+,OXYCODONE,1,74561,1.3411837288
2004,T,Total,ACETAMINOPHEN,45,6208515,0.7248110055
2004,T,Total,ALCOHOL,143,6208515,2.3032883065
2004,T,Total,ALPRAZOLAM,33,6208515,0.5315280707
2004,T,Total,AMITRIPTYLINE,54,6208515,0.8697732066
2004,T,Total,CITALOPRAM,53,6208515,0.8536662954
2004,T,Total,COCAINE,165,6208515,2.6576403536
2004,T,Total,DIAZEPAM,54,6208515,0.8697732066
2004,T,Total,DIPHENHYDRAMINE,67,6208515,1.0791630527
2004,T,Total,HEROIN,56,6208515,0.9019870291
2004,T,Total,HYDROCODONE,54,6208515,0.8697732066
2004,T,Total,METHADONE,257,6208515,4.1394761871
2004,T,Total,METHAMPHETAMINE,84,6208515,1.3529805437
2004,T,Total,MORPHINE,69,6208515,1.1113768751
2004,T,Total,OPIATE,76,6208515,1.2241252538
2004,T,Total,OXYCODONE,89,6208515,1.4335150998
2004,T,0-9,ACETAMINOPHEN,1,818686,0.1221469526
2004,T,0-9,ALCOHOL,0,818686,0
2004,T,0-9,ALPRAZOLAM,0,818686,0
2004,T,0-9,AMITRIPTYLINE,0,818686,0
2004,T,0-9,CITALOPRAM,0,818686,0
2004,T,0-9,COCAINE,0,818686,0
2004,T,0-9,DIAZEPAM,0,818686,0
2004,T,0-9,DIPHENHYDRAMINE,0,818686,0
2004,T,0-9,HEROIN,0,818686,0
2004,T,0-9,HYDROCODONE,0,818686,0
2004,T,0-9,METHADONE,0,818686,0
2004,T,0-9,METHAMPHETAMINE,1,818686,0.1221469526
2004,T,0-9,MORPHINE,0,818686,0
2004,T,0-9,OPIATE,0,818686,0
2004,T,0-9,OXYCODONE,0,818686,0
2004,T,10-19,ACETAMINOPHEN,0,892174,0
2004,T,10-19,ALCOHOL,1,892174,0.1120857591
2004,T,10-19,ALPRAZOLAM,0,892174,0
2004,T,10-19,AMITRIPTYLINE,1,892174,0.1120857591
2004,T,10-19,CITALOPRAM,1,892174,0.1120857591
2004,T,10-19,COCAINE,1,892174,0.1120857591
2004,T,10-19,DIAZEPAM,2,892174,0.2241715181
2004,T,10-19,DIPHENHYDRAMINE,1,892174,0.1120857591
2004,T,10-19,HEROIN,1,892174,0.1120857591
2004,T,10-19,HYDROCODONE,1,892174,0.1120857591
2004,T,10-19,METHADONE,7,892174,0.7846003134
2004,T,10-19,METHAMPHETAMINE,6,892174,0.6725145543
2004,T,10-19,MORPHINE,1,892174,0.1120857591
2004,T,10-19,OPIATE,0,892174,0
2004,T,10-19,OXYCODONE,2,892174,0.2241715181
2004,T,20-29,ACETAMINOPHEN,5,853309,0.5859542089
2004,T,20-29,ALCOHOL,12,853309,1.4062901012
2004,T,20-29,ALPRAZOLAM,4,853309,0.4687633671
2004,T,20-29,AMITRIPTYLINE,3,853309,0.3515725253
2004,T,20-29,CITALOPRAM,2,853309,0.2343816835
2004,T,20-29,COCAINE,19,853309,2.2266259936
2004,T,20-29,DIAZEPAM,8,853309,0.9375267342
2004,T,20-29,DIPHENHYDRAMINE,2,853309,0.2343816835
2004,T,20-29,HEROIN,13,853309,1.523480943
2004,T,20-29,HYDROCODONE,2,853309,0.2343816835
2004,T,20-29,METHADONE,40,853309,4.6876336708
2004,T,20-29,METHAMPHETAMINE,12,853309,1.4062901012
2004,T,20-29,MORPHINE,3,853309,0.3515725253
2004,T,20-29,OPIATE,2,853309,0.2343816835
2004,T,20-29,OXYCODONE,7,853309,0.8203358924
2004,T,30-39,ACETAMINOPHEN,10,887645,1.126576503
2004,T,30-39,ALCOHOL,29,887645,3.2670718587
2004,T,30-39,ALPRAZOLAM,7,887645,0.7886035521
2004,T,30-39,AMITRIPTYLINE,13,887645,1.4645494539
2004,T,30-39,CITALOPRAM,9,887645,1.0139188527
2004,T,30-39,COCAINE,29,887645,3.2670718587
2004,T,30-39,DIAZEPAM,9,887645,1.0139188527
2004,T,30-39,DIPHENHYDRAMINE,19,887645,2.1404953557
2004,T,30-39,HEROIN,10,887645,1.126576503
2004,T,30-39,HYDROCODONE,10,887645,1.126576503
2004,T,30-39,METHADONE,48,887645,5.4075672144
2004,T,30-39,METHAMPHETAMINE,24,887645,2.7037836072
2004,T,30-39,MORPHINE,10,887645,1.126576503
2004,T,30-39,OPIATE,18,887645,2.0278377054
2004,T,30-39,OXYCODONE,14,887645,1.5772071042
2004,T,40-49,ACETAMINOPHEN,13,986452,1.3178542899
2004,T,40-49,ALCOHOL,45,986452,4.5618033113
2004,T,40-49,ALPRAZOLAM,14,986452,1.4192276968
2004,T,40-49,AMITRIPTYLINE,20,986452,2.0274681383
2004,T,40-49,CITALOPRAM,26,986452,2.6357085798
2004,T,40-49,COCAINE,72,986452,7.298885298
2004,T,40-49,DIAZEPAM,24,986452,2.432961766
2004,T,40-49,DIPHENHYDRAMINE,21,986452,2.1288415453
2004,T,40-49,HEROIN,18,986452,1.8247213245
2004,T,40-49,HYDROCODONE,22,986452,2.2302149522
2004,T,40-49,METHADONE,107,986452,10.84695454
2004,T,40-49,METHAMPHETAMINE,31,986452,3.1425756144
2004,T,40-49,MORPHINE,30,986452,3.0412022075
2004,T,40-49,OPIATE,31,986452,3.1425756144
2004,T,40-49,OXYCODONE,37,986452,3.7508160559
2004,T,50-59,ACETAMINOPHEN,11,806722,1.3635428314
2004,T,50-59,ALCOHOL,48,806722,5.9500050823
2004,T,50-59,ALPRAZOLAM,7,806722,0.8677090745
2004,T,50-59,AMITRIPTYLINE,12,806722,1.4875012706
2004,T,50-59,CITALOPRAM,11,806722,1.3635428314
2004,T,50-59,COCAINE,39,806722,4.8343791294
2004,T,50-59,DIAZEPAM,10,806722,1.2395843921
2004,T,50-59,DIPHENHYDRAMINE,20,806722,2.4791687843
2004,T,50-59,HEROIN,12,806722,1.4875012706
2004,T,50-59,HYDROCODONE,14,806722,1.735418149
2004,T,50-59,METHADONE,45,806722,5.5781297647
2004,T,50-59,METHAMPHETAMINE,8,806722,0.9916675137
2004,T,50-59,MORPHINE,19,806722,2.3552103451
2004,T,50-59,OPIATE,23,806722,2.8510441019
2004,T,50-59,OXYCODONE,21,806722,2.6031272235
2004,T,60-69,ACETAMINOPHEN,4,458759,0.8719174992
2004,T,60-69,ALCOHOL,6,458759,1.3078762487
2004,T,60-69,ALPRAZOLAM,1,458759,0.2179793748
2004,T,60-69,AMITRIPTYLINE,2,458759,0.4359587496
2004,T,60-69,CITALOPRAM,3,458759,0.6539381244
2004,T,60-69,COCAINE,4,458759,0.8719174992
2004,T,60-69,DIAZEPAM,1,458759,0.2179793748
2004,T,60-69,DIPHENHYDRAMINE,3,458759,0.6539381244
2004,T,60-69,HEROIN,2,458759,0.4359587496
2004,T,60-69,HYDROCODONE,4,458759,0.8719174992
2004,T,60-69,METHADONE,8,458759,1.7438349983
2004,T,60-69,METHAMPHETAMINE,1,458759,0.2179793748
2004,T,60-69,MORPHINE,4,458759,0.8719174992
2004,T,60-69,OPIATE,2,458759,0.4359587496
2004,T,60-69,OXYCODONE,5,458759,1.089896874
2004,T,70-79,ACETAMINOPHEN,0,300146,0
2004,T,70-79,ALCOHOL,2,300146,0.66634238
2004,T,70-79,ALPRAZOLAM,0,300146,0
2004,T,70-79,AMITRIPTYLINE,3,300146,0.9995135701
2004,T,70-79,CITALOPRAM,1,300146,0.33317119
2004,T,70-79,COCAINE,1,300146,0.33317119
2004,T,70-79,DIAZEPAM,0,300146,0
2004,T,70-79,DIPHENHYDRAMINE,0,300146,0
2004,T,70-79,HEROIN,0,300146,0
2004,T,70-79,HYDROCODONE,0,300146,0
2004,T,70-79,METHADONE,1,300146,0.33317119
2004,T,70-79,METHAMPHETAMINE,1,300146,0.33317119
2004,T,70-79,MORPHINE,1,300146,0.33317119
2004,T,70-79,OPIATE,0,300146,0
2004,T,70-79,OXYCODONE,2,300146,0.66634238
2004,T,80+,ACETAMINOPHEN,1,204622,0.4887060042
2004,T,80+,ALCOHOL,0,204622,0
2004,T,80+,ALPRAZOLAM,0,204622,0
2004,T,80+,AMITRIPTYLINE,0,204622,0
2004,T,80+,CITALOPRAM,0,204622,0
2004,T,80+,COCAINE,0,204622,0
2004,T,80+,DIAZEPAM,0,204622,0
2004,T,80+,DIPHENHYDRAMINE,1,204622,0.4887060042
2004,T,80+,HEROIN,0,204622,0
2004,T,80+,HYDROCODONE,1,204622,0.4887060042
2004,T,80+,METHADONE,1,204622,0.4887060042
2004,T,80+,METHAMPHETAMINE,0,204622,0
2004,T,80+,MORPHINE,1,204622,0.4887060042
2004,T,80+,OPIATE,0,204622,0
2004,T,80+,OXYCODONE,1,204622,0.4887060042
2005,F,Total,ACETAMINOPHEN,14,3157558,0.4433806125
2005,F,Total,ALCOHOL,38,3157558,1.2034616625
2005,F,Total,ALPRAZOLAM,15,3157558,0.4750506562
2005,F,Total,AMITRIPTYLINE,27,3157558,0.8550911812
2005,F,Total,CITALOPRAM,27,3157558,0.8550911812
2005,F,Total,COCAINE,34,3157558,1.0767814875
2005,F,Total,DIAZEPAM,22,3157558,0.6967409625
2005,F,Total,DIPHENHYDRAMINE,40,3157558,1.26680175
2005,F,Total,HEROIN,12,3157558,0.380040525
2005,F,Total,HYDROCODONE,28,3157558,0.886761225
2005,F,Total,METHADONE,108,3157558,3.4203647249
2005,F,Total,METHAMPHETAMINE,18,3157558,0.5700607875
2005,F,Total,MORPHINE,27,3157558,0.8550911812
2005,F,Total,OPIATE,21,3157558,0.6650709187
2005,F,Total,OXYCODONE,33,3157558,1.0451114437
2005,F,0-9,ACETAMINOPHEN,0,402539,0
2005,F,0-9,ALCOHOL,0,402539,0
2005,F,0-9,ALPRAZOLAM,0,402539,0
2005,F,0-9,AMITRIPTYLINE,0,402539,0
2005,F,0-9,CITALOPRAM,0,402539,0
2005,F,0-9,COCAINE,0,402539,0
2005,F,0-9,DIAZEPAM,0,402539,0
2005,F,0-9,DIPHENHYDRAMINE,0,402539,0
2005,F,0-9,HEROIN,0,402539,0
2005,F,0-9,HYDROCODONE,0,402539,0
2005,F,0-9,METHADONE,0,402539,0
2005,F,0-9,METHAMPHETAMINE,0,402539,0
2005,F,0-9,MORPHINE,0,402539,0
2005,F,0-9,OPIATE,0,402539,0
2005,F,0-9,OXYCODONE,0,402539,0
2005,F,10-19,ACETAMINOPHEN,0,436157,0
2005,F,10-19,ALCOHOL,0,436157,0
2005,F,10-19,ALPRAZOLAM,0,436157,0
2005,F,10-19,AMITRIPTYLINE,0,436157,0
2005,F,10-19,CITALOPRAM,2,436157,0.4585504761
2005,F,10-19,COCAINE,1,436157,0.229275238
2005,F,10-19,DIAZEPAM,0,436157,0
2005,F,10-19,DIPHENHYDRAMINE,0,436157,0
2005,F,10-19,HEROIN,0,436157,0
2005,F,10-19,HYDROCODONE,0,436157,0
2005,F,10-19,METHADONE,2,436157,0.4585504761
2005,F,10-19,METHAMPHETAMINE,0,436157,0
2005,F,10-19,MORPHINE,0,436157,0
2005,F,10-19,OPIATE,1,436157,0.229275238
2005,F,10-19,OXYCODONE,0,436157,0
2005,F,20-29,ACETAMINOPHEN,0,426131,0
2005,F,20-29,ALCOHOL,5,426131,1.1733481019
2005,F,20-29,ALPRAZOLAM,1,426131,0.2346696204
2005,F,20-29,AMITRIPTYLINE,1,426131,0.2346696204
2005,F,20-29,CITALOPRAM,2,426131,0.4693392407
2005,F,20-29,COCAINE,4,426131,0.9386784815
2005,F,20-29,DIAZEPAM,1,426131,0.2346696204
2005,F,20-29,DIPHENHYDRAMINE,3,426131,0.7040088611
2005,F,20-29,HEROIN,1,426131,0.2346696204
2005,F,20-29,HYDROCODONE,1,426131,0.2346696204
2005,F,20-29,METHADONE,9,426131,2.1120265834
2005,F,20-29,METHAMPHETAMINE,4,426131,0.9386784815
2005,F,20-29,MORPHINE,1,426131,0.2346696204
2005,F,20-29,OPIATE,0,426131,0
2005,F,20-29,OXYCODONE,4,426131,0.9386784815
2005,F,30-39,ACETAMINOPHEN,3,431295,0.6955795917
2005,F,30-39,ALCOHOL,7,431295,1.6230190473
2005,F,30-39,ALPRAZOLAM,4,431295,0.9274394556
2005,F,30-39,AMITRIPTYLINE,5,431295,1.1592993195
2005,F,30-39,CITALOPRAM,6,431295,1.3911591834
2005,F,30-39,COCAINE,6,431295,1.3911591834
2005,F,30-39,DIAZEPAM,3,431295,0.6955795917
2005,F,30-39,DIPHENHYDRAMINE,10,431295,2.318598639
2005,F,30-39,HEROIN,6,431295,1.3911591834
2005,F,30-39,HYDROCODONE,5,431295,1.1592993195
2005,F,30-39,METHADONE,23,431295,5.3327768697
2005,F,30-39,METHAMPHETAMINE,4,431295,0.9274394556
2005,F,30-39,MORPHINE,2,431295,0.4637197278
2005,F,30-39,OPIATE,8,431295,1.8548789112
2005,F,30-39,OXYCODONE,2,431295,0.4637197278
2005,F,40-49,ACETAMINOPHEN,3,492306,0.6093770947
2005,F,40-49,ALCOHOL,10,492306,2.0312569824
2005,F,40-49,ALPRAZOLAM,3,492306,0.6093770947
2005,F,40-49,AMITRIPTYLINE,8,492306,1.625005586
2005,F,40-49,CITALOPRAM,6,492306,1.2187541895
2005,F,40-49,COCAINE,14,492306,2.8437597754
2005,F,40-49,DIAZEPAM,11,492306,2.2343826807
2005,F,40-49,DIPHENHYDRAMINE,10,492306,2.0312569824
2005,F,40-49,HEROIN,1,492306,0.2031256982
2005,F,40-49,HYDROCODONE,10,492306,2.0312569824
2005,F,40-49,METHADONE,45,492306,9.140656421
